Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"Oct 14th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,MAX HOLLOWAY,ISRAEL ADESANYA,TONY FERGUSON,KAMARU USMAN,,CONOR MCGREGOR,DUSTIN POIRIER,ROBERT WHITTAKER,TYRON WOODLEY,,
"Oct 21st, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,MAX HOLLOWAY,ISRAEL ADESANYA,TONY FERGUSON,KAMARU USMAN,,CONOR MCGREGOR,DUSTIN POIRIER,ROBERT WHITTAKER,TYRON WOODLEY,,
"Oct 28th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,MAX HOLLOWAY,ISRAEL ADESANYA,TONY FERGUSON,KAMARU USMAN,,CONOR MCGREGOR,DUSTIN POIRIER,ROBERT WHITTAKER,TYRON WOODLEY,,
"Nov 4th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,MAX HOLLOWAY,ISRAEL ADESANYA,TONY FERGUSON,KAMARU USMAN,,DUSTIN POIRIER,CONOR MCGREGOR,ROBERT WHITTAKER,TYRON WOODLEY,,
"Nov 11th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,MAX HOLLOWAY,ISRAEL ADESANYA,TONY FERGUSON,KAMARU USMAN,,DUSTIN POIRIER,CONOR MCGREGOR,ROBERT WHITTAKER,TYRON WOODLEY,,
"Nov 18th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,MAX HOLLOWAY,ISRAEL ADESANYA,TONY FERGUSON,KAMARU USMAN,,DUSTIN POIRIER,ROBERT WHITTAKER,CONOR MCGREGOR,TYRON WOODLEY,,
"Dec 10th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,MAX HOLLOWAY,ISRAEL ADESANYA,TONY FERGUSON,KAMARU USMAN,,DUSTIN POIRIER,ROBERT WHITTAKER,CONOR MCGREGOR,TYRON WOODLEY,,
"Dec 16th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,TONY FERGUSON,,MAX HOLLOWAY,ROBERT WHITTAKER,CONOR MCGREGOR,DUSTIN POIRIER,,
"Dec 24th, 2019",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,TONY FERGUSON,,MAX HOLLOWAY,CONOR MCGREGOR,TYRON WOODLEY,DUSTIN POIRIER,,
"Jan 20th, 2020",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,,DANIEL CORMIER,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,TONY FERGUSON,CONOR MCGREGOR,,MAX HOLLOWAY,DUSTIN POIRIER,TYRON WOODLEY,,
"Jan 27th, 2020",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,DANIEL CORMIER,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,TONY FERGUSON,MAX HOLLOWAY,DUSTIN POIRIER,TYRON WOODLEY,ROBERT WHITTAKER,JORGE MASVIDAL,,
"Feb 10th, 2020",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,DANIEL CORMIER,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,TONY FERGUSON,MAX HOLLOWAY,DUSTIN POIRIER,TYRON WOODLEY,ROBERT WHITTAKER,DOMINICK REYES,,
"Feb 17th, 2020",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,DANIEL CORMIER,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,TONY FERGUSON,MAX HOLLOWAY,DUSTIN POIRIER,TYRON WOODLEY,ROBERT WHITTAKER,DOMINICK REYES,,
"Feb 24th, 2020",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,DANIEL CORMIER,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,TONY FERGUSON,MAX HOLLOWAY,DUSTIN POIRIER,TYRON WOODLEY,ROBERT WHITTAKER,DOMINICK REYES,,
"Mar 2nd, 2020",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,DANIEL CORMIER,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,TONY FERGUSON,MAX HOLLOWAY,DUSTIN POIRIER,TYRON WOODLEY,ROBERT WHITTAKER,DOMINICK REYES,,
"Mar 9th, 2020",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,ISRAEL ADESANYA,DANIEL CORMIER,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,TONY FERGUSON,MAX HOLLOWAY,DUSTIN POIRIER,TYRON WOODLEY,ROBERT WHITTAKER,DOMINICK REYES,,
"Mar 16th, 2020",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,ISRAEL ADESANYA,DANIEL CORMIER,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,TONY FERGUSON,MAX HOLLOWAY,DUSTIN POIRIER,TYRON WOODLEY,ROBERT WHITTAKER,DOMINICK REYES,,
"May 11th, 2020",JON JONES,KHABIB NURMAGOMEDOV,HENRY CEJUDO,STIPE MIOCIC,ISRAEL ADESANYA,DANIEL CORMIER,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,MAX HOLLOWAY,JUSTIN GAETHJE,DUSTIN POIRIER,TONY FERGUSON,ROBERT WHITTAKER,TYRON WOODLEY,,
"May 19th, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,DANIEL CORMIER,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,MAX HOLLOWAY,JUSTIN GAETHJE,DUSTIN POIRIER,TONY FERGUSON,ROBERT WHITTAKER,TYRON WOODLEY,FRANCIS NGANNOU,,
"Jun 2nd, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,DANIEL CORMIER,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,MAX HOLLOWAY,JUSTIN GAETHJE,DUSTIN POIRIER,TONY FERGUSON,ROBERT WHITTAKER,FRANCIS NGANNOU,DOMINICK REYES,,
"Jun 8th, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,DANIEL CORMIER,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,MAX HOLLOWAY,JUSTIN GAETHJE,DUSTIN POIRIER,TONY FERGUSON,ROBERT WHITTAKER,FRANCIS NGANNOU,DOMINICK REYES,,
"Jun 15th, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,DANIEL CORMIER,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,MAX HOLLOWAY,JUSTIN GAETHJE,DUSTIN POIRIER,TONY FERGUSON,ROBERT WHITTAKER,FRANCIS NGANNOU,DOMINICK REYES,,
"Jun 22nd, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,DANIEL CORMIER,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,MAX HOLLOWAY,JUSTIN GAETHJE,DUSTIN POIRIER,TONY FERGUSON,ROBERT WHITTAKER,FRANCIS NGANNOU,DOMINICK REYES,,
"Jun 29th, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,DANIEL CORMIER,KAMARU USMAN,ALEXANDER VOLKANOVSKI,CONOR MCGREGOR,DUSTIN POIRIER,MAX HOLLOWAY,JUSTIN GAETHJE,TONY FERGUSON,ROBERT WHITTAKER,FRANCIS NGANNOU,DOMINICK REYES,,
"Jul 14th, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,KAMARU USMAN,DANIEL CORMIER,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,CONOR MCGREGOR,JUSTIN GAETHJE,TONY FERGUSON,PETR YAN,ROBERT WHITTAKER,FRANCIS NGANNOU,,
"Jul 27th, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,KAMARU USMAN,DANIEL CORMIER,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DUSTIN POIRIER,JUSTIN GAETHJE,CONOR MCGREGOR,PETR YAN,DEIVESON FIGUEIREDO,ROBERT WHITTAKER,TONY FERGUSON,,
"Aug 3rd, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,KAMARU USMAN,DANIEL CORMIER,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DUSTIN POIRIER,JUSTIN GAETHJE,CONOR MCGREGOR,PETR YAN,DEIVESON FIGUEIREDO,ROBERT WHITTAKER,TONY FERGUSON,,
"Aug 10th, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,KAMARU USMAN,DANIEL CORMIER,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DUSTIN POIRIER,JUSTIN GAETHJE,CONOR MCGREGOR,PETR YAN,DEIVESON FIGUEIREDO,ROBERT WHITTAKER,TONY FERGUSON,,
"Aug 17th, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DANIEL CORMIER,JUSTIN GAETHJE,DUSTIN POIRIER,MAX HOLLOWAY,CONOR MCGREGOR,PETR YAN,DEIVESON FIGUEIREDO,ROBERT WHITTAKER,TONY FERGUSON,,
"Aug 24th, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DANIEL CORMIER,JUSTIN GAETHJE,DUSTIN POIRIER,MAX HOLLOWAY,CONOR MCGREGOR,PETR YAN,DEIVESON FIGUEIREDO,ROBERT WHITTAKER,TONY FERGUSON,,
"Aug 31st, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,JUSTIN GAETHJE,DUSTIN POIRIER,MAX HOLLOWAY,CONOR MCGREGOR,PETR YAN,DEIVESON FIGUEIREDO,ROBERT WHITTAKER,TONY FERGUSON,FRANCIS NGANNOU,,
"Sep 7th, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,JUSTIN GAETHJE,DUSTIN POIRIER,MAX HOLLOWAY,CONOR MCGREGOR,PETR YAN,ROBERT WHITTAKER,TONY FERGUSON,DEIVESON FIGUEIREDO,FRANCIS NGANNOU,,
"Sep 15th, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,JUSTIN GAETHJE,DUSTIN POIRIER,MAX HOLLOWAY,CONOR MCGREGOR,PETR YAN,ROBERT WHITTAKER,DEIVESON FIGUEIREDO,TONY FERGUSON,FRANCIS NGANNOU,,
"Sep 21st, 2020",JON JONES,KHABIB NURMAGOMEDOV,STIPE MIOCIC,ISRAEL ADESANYA,KAMARU USMAN,ALEXANDER VOLKANOVSKI,JUSTIN GAETHJE,DUSTIN POIRIER,MAX HOLLOWAY,CONOR MCGREGOR,PETR YAN,TONY FERGUSON,ROBERT WHITTAKER,DEIVESON FIGUEIREDO,FRANCIS NGANNOU,,
"Sep 28th, 2020",JON JONES,KHABIB NURMAGOMEDOV,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,JUSTIN GAETHJE,MAX HOLLOWAY,PETR YAN,CONOR MCGREGOR,DEIVESON FIGUEIREDO,TONY FERGUSON,ROBERT WHITTAKER,FRANCIS NGANNOU,,
"Oct 5th, 2020",JON JONES,KHABIB NURMAGOMEDOV,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,JUSTIN GAETHJE,DUSTIN POIRIER,MAX HOLLOWAY,PETR YAN,CONOR MCGREGOR,DEIVESON FIGUEIREDO,TONY FERGUSON,ROBERT WHITTAKER,FRANCIS NGANNOU,,
"Oct 12th, 2020",JON JONES,KHABIB NURMAGOMEDOV,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,JUSTIN GAETHJE,DUSTIN POIRIER,MAX HOLLOWAY,PETR YAN,CONOR MCGREGOR,ROBERT WHITTAKER,DEIVESON FIGUEIREDO,TONY FERGUSON,FRANCIS NGANNOU,,
"Oct 19th, 2020",JON JONES,KHABIB NURMAGOMEDOV,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,JUSTIN GAETHJE,DUSTIN POIRIER,MAX HOLLOWAY,PETR YAN,CONOR MCGREGOR,ROBERT WHITTAKER,TONY FERGUSON,DEIVESON FIGUEIREDO,FRANCIS NGANNOU,,
"Oct 26th, 2020",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,PETR YAN,JUSTIN GAETHJE,CONOR MCGREGOR,ROBERT WHITTAKER,TONY FERGUSON,DEIVESON FIGUEIREDO,FRANCIS NGANNOU,,
"Nov 2nd, 2020",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,PETR YAN,JUSTIN GAETHJE,CONOR MCGREGOR,ROBERT WHITTAKER,TONY FERGUSON,DEIVESON FIGUEIREDO,FRANCIS NGANNOU,,
"Nov 9th, 2020",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,PETR YAN,JUSTIN GAETHJE,CONOR MCGREGOR,ROBERT WHITTAKER,TONY FERGUSON,DEIVESON FIGUEIREDO,FRANCIS NGANNOU,,
"Nov 16th, 2020",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,PETR YAN,JUSTIN GAETHJE,CONOR MCGREGOR,ROBERT WHITTAKER,TONY FERGUSON,DEIVESON FIGUEIREDO,FRANCIS NGANNOU,,
"Nov 23rd, 2020",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,PETR YAN,JUSTIN GAETHJE,DEIVESON FIGUEIREDO,CONOR MCGREGOR,ROBERT WHITTAKER,TONY FERGUSON,FRANCIS NGANNOU,,
"Nov 30th, 2020",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,PETR YAN,JUSTIN GAETHJE,DEIVESON FIGUEIREDO,CONOR MCGREGOR,ROBERT WHITTAKER,TONY FERGUSON,FRANCIS NGANNOU,,
"Dec 7th, 2020",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DUSTIN POIRIER,PETR YAN,DEIVESON FIGUEIREDO,JUSTIN GAETHJE,CONOR MCGREGOR,ROBERT WHITTAKER,TONY FERGUSON,FRANCIS NGANNOU,,
"Dec 14th, 2020",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,DEIVESON FIGUEIREDO,PETR YAN,JUSTIN GAETHJE,CONOR MCGREGOR,ROBERT WHITTAKER,FRANCIS NGANNOU,JAN BLACHOWICZ,,
"Dec 21st, 2020",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,DEIVESON FIGUEIREDO,PETR YAN,JUSTIN GAETHJE,CONOR MCGREGOR,ROBERT WHITTAKER,FRANCIS NGANNOU,JAN BLACHOWICZ,,
"Jan 18th, 2021",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,DEIVESON FIGUEIREDO,PETR YAN,JUSTIN GAETHJE,ROBERT WHITTAKER,CONOR MCGREGOR,FRANCIS NGANNOU,JAN BLACHOWICZ,,
"Jan 25th, 2021",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,DEIVESON FIGUEIREDO,PETR YAN,JUSTIN GAETHJE,ROBERT WHITTAKER,FRANCIS NGANNOU,JAN BLACHOWICZ,CONOR MCGREGOR,,
"Feb 8th, 2021",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,STIPE MIOCIC,KAMARU USMAN,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,DEIVESON FIGUEIREDO,PETR YAN,JUSTIN GAETHJE,ROBERT WHITTAKER,FRANCIS NGANNOU,JAN BLACHOWICZ,CONOR MCGREGOR,,
"Feb 15th, 2021",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,KAMARU USMAN,STIPE MIOCIC,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,DEIVESON FIGUEIREDO,PETR YAN,JUSTIN GAETHJE,ROBERT WHITTAKER,FRANCIS NGANNOU,JAN BLACHOWICZ,CONOR MCGREGOR,,
"Feb 22nd, 2021",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,KAMARU USMAN,STIPE MIOCIC,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,DEIVESON FIGUEIREDO,PETR YAN,JUSTIN GAETHJE,ROBERT WHITTAKER,FRANCIS NGANNOU,JAN BLACHOWICZ,CONOR MCGREGOR,,
"Mar 1st, 2021",KHABIB NURMAGOMEDOV,JON JONES,ISRAEL ADESANYA,KAMARU USMAN,STIPE MIOCIC,ALEXANDER VOLKANOVSKI,DUSTIN POIRIER,MAX HOLLOWAY,DEIVESON FIGUEIREDO,PETR YAN,JUSTIN GAETHJE,ROBERT WHITTAKER,FRANCIS NGANNOU,JAN BLACHOWICZ,CONOR MCGREGOR,,
"Mar 8th, 2021",KHABIB NURMAGOMEDOV,JON JONES,KAMARU USMAN,STIPE MIOCIC,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,DUSTIN POIRIER,JAN BLACHOWICZ,MAX HOLLOWAY,DEIVESON FIGUEIREDO,JUSTIN GAETHJE,PETR YAN,ROBERT WHITTAKER,FRANCIS NGANNOU,ALJAMAIN STERLING,,
"Mar 15th, 2021",KHABIB NURMAGOMEDOV,JON JONES,KAMARU USMAN,STIPE MIOCIC,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,DUSTIN POIRIER,JAN BLACHOWICZ,MAX HOLLOWAY,DEIVESON FIGUEIREDO,JUSTIN GAETHJE,PETR YAN,ROBERT WHITTAKER,FRANCIS NGANNOU,ALJAMAIN STERLING,,
"Mar 23rd, 2021",JON JONES,KAMARU USMAN,STIPE MIOCIC,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,DUSTIN POIRIER,JAN BLACHOWICZ,MAX HOLLOWAY,DEIVESON FIGUEIREDO,JUSTIN GAETHJE,ROBERT WHITTAKER,PETR YAN,FRANCIS NGANNOU,ALJAMAIN STERLING,CONOR MCGREGOR,,
"Mar 29th, 2021",JON JONES,KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,STIPE MIOCIC,JAN BLACHOWICZ,MAX HOLLOWAY,DEIVESON FIGUEIREDO,JUSTIN GAETHJE,PETR YAN,ROBERT WHITTAKER,ALJAMAIN STERLING,CONOR MCGREGOR,,
"Apr 12th, 2021",JON JONES,KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,STIPE MIOCIC,JAN BLACHOWICZ,MAX HOLLOWAY,DEIVESON FIGUEIREDO,JUSTIN GAETHJE,PETR YAN,ROBERT WHITTAKER,ALJAMAIN STERLING,CONOR MCGREGOR,,
"Apr 19th, 2021",JON JONES,KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,STIPE MIOCIC,JAN BLACHOWICZ,MAX HOLLOWAY,DEIVESON FIGUEIREDO,ROBERT WHITTAKER,PETR YAN,JUSTIN GAETHJE,ALJAMAIN STERLING,CONOR MCGREGOR,,
"Apr 26th, 2021",JON JONES,KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,STIPE MIOCIC,JAN BLACHOWICZ,MAX HOLLOWAY,DEIVESON FIGUEIREDO,ROBERT WHITTAKER,JUSTIN GAETHJE,PETR YAN,ALJAMAIN STERLING,CONOR MCGREGOR,,
"May 3rd, 2021",JON JONES,KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,STIPE MIOCIC,JAN BLACHOWICZ,MAX HOLLOWAY,DEIVESON FIGUEIREDO,ROBERT WHITTAKER,PETR YAN,JUSTIN GAETHJE,ALJAMAIN STERLING,CONOR MCGREGOR,,
"May 10th, 2021",JON JONES,KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,STIPE MIOCIC,JAN BLACHOWICZ,MAX HOLLOWAY,DEIVESON FIGUEIREDO,ROBERT WHITTAKER,JUSTIN GAETHJE,PETR YAN,ALJAMAIN STERLING,CONOR MCGREGOR,,
"May 17th, 2021",JON JONES,KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,DEIVESON FIGUEIREDO,CHARLES OLIVEIRA,ROBERT WHITTAKER,PETR YAN,JUSTIN GAETHJE,ALJAMAIN STERLING,,
"May 24th, 2021",JON JONES,KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,DEIVESON FIGUEIREDO,CHARLES OLIVEIRA,ROBERT WHITTAKER,PETR YAN,JUSTIN GAETHJE,ALJAMAIN STERLING,,
"Jun 7th, 2021",JON JONES,KAMARU USMAN,ALEXANDER VOLKANOVSKI,ISRAEL ADESANYA,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,DEIVESON FIGUEIREDO,CHARLES OLIVEIRA,ROBERT WHITTAKER,PETR YAN,JUSTIN GAETHJE,ALJAMAIN STERLING,,
"Jun 14th, 2021",JON JONES,KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,ROBERT WHITTAKER,BRANDON MORENO,PETR YAN,JUSTIN GAETHJE,ALJAMAIN STERLING,,
"Jun 21st, 2021",JON JONES,KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,ROBERT WHITTAKER,BRANDON MORENO,PETR YAN,JUSTIN GAETHJE,ALJAMAIN STERLING,,
"Jun 28th, 2021",JON JONES,KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,ROBERT WHITTAKER,BRANDON MORENO,PETR YAN,JUSTIN GAETHJE,ALJAMAIN STERLING,,
"Jul 12th, 2021",JON JONES,KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,JUSTIN GAETHJE,ALJAMAIN STERLING,,
"Jul 19th, 2021",JON JONES,KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,JUSTIN GAETHJE,ALJAMAIN STERLING,,
"Jul 26th, 2021",JON JONES,KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,JUSTIN GAETHJE,ALJAMAIN STERLING,,
"Aug 2nd, 2021",JON JONES,KAMARU USMAN,ISRAEL ADESANYA,ALEXANDER VOLKANOVSKI,FRANCIS NGANNOU,DUSTIN POIRIER,JAN BLACHOWICZ,STIPE MIOCIC,MAX HOLLOWAY,CHARLES OLIVEIRA,BRANDON MORENO,ROBERT WHITTAKER,PETR YAN,JUSTIN GAETHJE,ALJAMAIN STERLING,,
